Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
fai.gov,fai.gov,https://www.fai.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
faasafety.gov,faasafety.gov,https://www.faasafety.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
fan.gov,fan.gov,https://www.fan.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
fapiis.gov,fapiis.gov,https://www.fapiis.gov,True,False,,False,True,True,True,True,False,False,,,False,False,False,False,False
fafsa.gov,fafsa.gov,https://fafsa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
facadatabase.gov,facadatabase.gov,http://facadatabase.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
fbiic.gov,fbiic.gov,https://www.fbiic.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,True,False
fara.gov,fara.gov,https://www.fara.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fatherhood.gov,fatherhood.gov,https://www.fatherhood.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,True,False,False
fbi.gov,fbi.gov,https://www.fbi.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
fbijobs.gov,fbijobs.gov,https://fbijobs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fca.gov,fca.gov,https://fca.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
fbo.gov,fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False
fcc.gov,fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False
fcg.gov,fcg.gov,https://www.fcg.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,True,False
fda.gov,fda.gov,https://www.fda.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,True,False
fdicseguro.gov,fdicseguro.gov,https://fdicseguro.gov,True,False,,True,True,False,True,False,False,True,max-age=157680000,157680000,False,False,False,False,False
fdicig.gov,fdicig.gov,https://www.fdicig.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
fcsic.gov,fcsic.gov,https://fcsic.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
fdicconnect.gov,fdicconnect.gov,http://www.fdicconnect.gov,True,False,,True,False,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,True,False
fdic.gov,fdic.gov,https://fdic.gov,True,False,,True,True,False,True,False,False,True,max-age=157680000,157680000,False,False,False,False,False
fea.gov,fea.gov,http://www.fea.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
feb.gov,feb.gov,https://feb.gov,True,False,,True,True,False,True,False,False,False,"['max-age=31536000', 'max-age=31536000']",,False,False,False,False,False
fec.gov,fec.gov,http://fec.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
federalreserve.gov,federalreserve.gov,https://www.federalreserve.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False
federalinvestments.gov,federalinvestments.gov,https://federalinvestments.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,https://federalreserveconsumerhelp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
fedcenter.gov,fedcenter.gov,https://www.fedcenter.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
fedinvest.gov,fedinvest.gov,https://fedinvest.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
fedpartnership.gov,fedpartnership.gov,https://fedpartnership.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
fedramp.gov,fedramp.gov,https://www.fedramp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,True,False,False
fedshirevets.gov,fedshirevets.gov,https://fedshirevets.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
feedthefuture.gov,feedthefuture.gov,https://feedthefuture.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
ferc.gov,ferc.gov,https://ferc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
fedidcard.gov,fedidcard.gov,http://fedidcard.gov,True,False,,False,False,False,False,False,True,False,max-age=15552001,15552001,False,False,False,False,False
fema.gov,fema.gov,https://www.fema.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
fgdc.gov,fgdc.gov,https://fgdc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
fhfa.gov,fhfa.gov,https://www.fhfa.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,True,False
fercalt.gov,fercalt.gov,http://fercalt.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,True,False,False,False,False
ffiec.gov,ffiec.gov,https://www.ffiec.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,True,False
fhfaoig.gov,fhfaoig.gov,https://fhfaoig.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fincen.gov,fincen.gov,https://www.fincen.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
firecode.gov,firecode.gov,http://www.firecode.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
financialresearch.gov,financialresearch.gov,https://www.financialresearch.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
firescience.gov,firescience.gov,http://www.firescience.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
fireleadership.gov,fireleadership.gov,https://www.fireleadership.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
firstnet.gov,firstnet.gov,http://firstnet.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
firstrespondertraining.gov,firstrespondertraining.gov,https://www.firstrespondertraining.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
fiscalcommission.gov,fiscalcommission.gov,https://www.fiscalcommission.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
fishwatch.gov,fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,True,False
fleta.gov,fleta.gov,https://www.fleta.gov,True,False,,True,True,False,True,False,False,True,max-age=2678400; includeSubDomains,2678400,False,False,False,False,False
fmc.gov,fmc.gov,http://www.fmc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
flra.gov,flra.gov,https://www.flra.gov,True,False,,True,True,False,True,False,False,True,max-age=15768000; includeSubDomains; preload,15768000,True,True,True,False,False
foia.gov,foia.gov,https://www.foia.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
floodsmart.gov,floodsmart.gov,https://www.floodsmart.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
fmcs.gov,fmcs.gov,https://www.fmcs.gov,True,False,,True,True,False,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False
fletc.gov,fletc.gov,https://www.fletc.gov,True,False,,True,True,False,True,False,False,True,max-age=2678400; includeSubDomains,2678400,False,False,False,False,False
fmshrc.gov,fmshrc.gov,http://fmshrc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
fnal.gov,fnal.gov,http://fnal.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
fmi.gov,fmi.gov,https://fmi.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
foodsafety.gov,foodsafety.gov,https://www.foodsafety.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
foreignassistance.gov,foreignassistance.gov,http://www.foreignassistance.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
forestsandrangelands.gov,forestsandrangelands.gov,https://forestsandrangelands.gov,True,False,,False,True,False,True,True,False,False,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
forfeiture.gov,forfeiture.gov,https://www.forfeiture.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
fpc.gov,fpc.gov,https://www.fpc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,True,False,False
fordlibrarymuseum.gov,fordlibrarymuseum.gov,https://fordlibrarymuseum.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
fpds.gov,fpds.gov,https://fpds.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
frpg.gov,frpg.gov,https://www.frpg.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
frtib.gov,frtib.gov,https://www.frtib.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
fsrs.gov,fsrs.gov,https://fsrs.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False
frtr.gov,frtr.gov,https://frtr.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fs.fed.us,fed.us,https://www.fs.fed.us,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
fsapubs.gov,fsapubs.gov,https://fsapubs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
ftc.gov,ftc.gov,https://www.ftc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; preload,31536000,False,False,True,False,False
fsd.gov,fsd.gov,https://www.fsd.gov,True,False,,True,True,False,True,False,False,True,max-age=15768000; includeSubDomains;,15768000,True,False,False,False,False
fsgb.gov,fsgb.gov,https://www.fsgb.gov,True,False,,True,True,False,True,False,False,True,max-age=171421340;,171421340,False,False,False,True,False
ftcefile.gov,ftcefile.gov,https://ftcefile.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
ftccomplaintassistant.gov,ftccomplaintassistant.gov,https://ftccomplaintassistant.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fttesttwai.gov,fttesttwai.gov,https://www.fttesttwai.gov,True,False,,False,True,False,True,True,False,False,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False
gcmrc.gov,gcmrc.gov,https://www.gcmrc.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
g5.gov,g5.gov,https://www.g5.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
gcdamp.gov,gcdamp.gov,http://www.gcdamp.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
fws.gov,fws.gov,https://fws.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
fvap.gov,fvap.gov,https://www.fvap.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
genome.gov,genome.gov,https://www.genome.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
geoplatform.gov,geoplatform.gov,https://www.geoplatform.gov,True,False,,True,True,False,True,False,False,False,,,True,False,False,False,False
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,https://www.getsmartaboutdrugs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False,False,False
ghi.gov,ghi.gov,https://ghi.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
girlshealth.gov,girlshealth.gov,https://www.girlshealth.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
ginniemae.gov,ginniemae.gov,https://www.ginniemae.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
globe.gov,globe.gov,https://www.globe.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False,False
goes-r.gov,goes-r.gov,http://www.goes-r.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
godirect.gov,godirect.gov,https://www.godirect.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
globalchange.gov,globalchange.gov,http://www.globalchange.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
govloans.gov,govloans.gov,https://www.govloans.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubdomains;,31536000,False,False,False,True,False
gsa.gov,gsa.gov,https://www.gsa.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
gps.gov,gps.gov,http://www.gps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
govsales.gov,govsales.gov,https://www.govsales.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
grants.gov,grants.gov,https://grants.gov,True,False,,True,True,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False
greatagain.gov,greatagain.gov,https://www.greatagain.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
gsaig.gov,gsaig.gov,https://gsaig.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
guidelines.gov,guidelines.gov,https://guidelines.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
gsaxcess.gov,gsaxcess.gov,https://gsaxcess.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
harp.gov,harp.gov,https://harp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
guideline.gov,guideline.gov,https://guideline.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
health.gov,health.gov,https://health.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
hanford.gov,hanford.gov,http://www.hanford.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
healthcare.gov,healthcare.gov,https://www.healthcare.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;preload,31536000,False,False,True,False,False
healthfinder.gov,healthfinder.gov,https://healthfinder.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
healthindicators.gov,healthindicators.gov,https://www.healthindicators.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,True,False
healthit.gov,healthit.gov,https://www.healthit.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
helpwithmybank.gov,helpwithmybank.gov,https://helpwithmybank.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
healthypeople.gov,healthypeople.gov,https://www.healthypeople.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,https://helpwithmycheckingaccount.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
healthdata.gov,healthdata.gov,https://www.healthdata.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,https://helpwithmycreditcardbank.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
helpwithmycreditcard.gov,helpwithmycreditcard.gov,https://helpwithmycreditcard.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,https://helpwithmymortgagebank.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
hhs.gov,hhs.gov,https://www.hhs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,True,True,True,False,False
hudoig.gov,hudoig.gov,https://www.hudoig.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
history.gov,history.gov,https://www.history.gov,True,False,,True,True,False,True,False,False,True,max-age=15778463; includeSubDomains,15778463,True,False,False,False,False
hru.gov,hru.gov,https://hru.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
huduser.gov,huduser.gov,https://www.huduser.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
helpwithmymortgage.gov,helpwithmymortgage.gov,https://helpwithmymortgage.gov,True,False,,True,True,False,True,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False
iad.gov,iad.gov,https://www.iad.gov,True,False,,False,True,False,False,True,False,False,,,False,False,False,False,False
iab.gov,iab.gov,https://iab.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
humanrights.gov,humanrights.gov,https://www.humanrights.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False
iaf.gov,iaf.gov,http://iaf.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
iarpa-ideas.gov,iarpa-ideas.gov,http://iarpa-ideas.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
icbemp.gov,icbemp.gov,https://icbemp.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
ibwc.gov,ibwc.gov,https://ibwc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
iat.gov,iat.gov,https://www.iat.gov,True,False,,True,True,False,True,False,False,True,max-age=157680000,157680000,False,False,False,True,False
iawg.gov,iawg.gov,http://iawg.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ice.gov,ice.gov,https://www.ice.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ic3.gov,ic3.gov,https://www.ic3.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
icass.gov,icass.gov,https://www.icass.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
identitytheft.gov,identitytheft.gov,https://identitytheft.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
iarpa.gov,iarpa.gov,https://www.iarpa.gov,True,False,,False,True,False,True,False,False,False,,,False,False,False,False,False
icjointduty.gov,icjointduty.gov,https://www.icjointduty.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
indianaffairs.gov,indianaffairs.gov,https://indianaffairs.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
ignet.gov,ignet.gov,https://www.ignet.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,False,False,False,False,False
inl.gov,inl.gov,https://www.inl.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
integrity.gov,integrity.gov,https://www.integrity.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False
ihs.gov,ihs.gov,https://www.ihs.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
invasivespeciesinfo.gov,invasivespeciesinfo.gov,https://www.invasivespeciesinfo.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False
intelink.gov,intelink.gov,http://www.intelink.gov,True,False,,True,False,False,True,False,False,False,,,False,False,False,True,False
imls.gov,imls.gov,https://imls.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
intelligencecareers.gov,intelligencecareers.gov,https://www.intelligencecareers.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
insurekidsnow.gov,insurekidsnow.gov,https://www.insurekidsnow.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
iprcenter.gov,iprcenter.gov,https://www.iprcenter.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
ipac.gov,ipac.gov,https://www.ipac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
irsvideos.gov,irsvideos.gov,https://irsvideos.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ise.gov,ise.gov,http://www.ise.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
investor.gov,investor.gov,https://investor.gov,True,False,,True,True,False,True,False,False,True,max-age=31556952; includeSubDomains; preload,31556952,True,True,True,False,False
itap.gov,itap.gov,https://www.itap.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False
irs.gov,irs.gov,https://www.irs.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False
ipp.gov,ipp.gov,https://www.ipp.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
itdashboard.gov,itdashboard.gov,https://itdashboard.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
itis.gov,itis.gov,https://www.itis.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,False,False,False,False,False
jem.gov,jem.gov,https://jem.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
jccs.gov,jccs.gov,http://www.jccs.gov,True,False,,False,False,False,True,True,False,False,,,False,False,False,True,False
its.gov,its.gov,https://www.its.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
jimmycarterlibrary.gov,jimmycarterlibrary.gov,https://jimmycarterlibrary.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
justthinktwice.gov,justthinktwice.gov,https://www.justthinktwice.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;includeSubDomains,31536000,False,False,False,False,False
jamesmadison.gov,jamesmadison.gov,http://www.jamesmadison.gov,True,False,,False,False,False,False,False,True,False,includeSubDomains,,False,False,False,False,False
justice.gov,justice.gov,https://www.justice.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False
jobcorps.gov,jobcorps.gov,http://www.jobcorps.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
juvenilecouncil.gov,juvenilecouncil.gov,https://www.juvenilecouncil.gov,True,False,,False,True,False,False,True,False,False,max-age=31536000; includeSubDomains; always,31536000,False,False,False,False,False
lacoast.gov,lacoast.gov,https://www.lacoast.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
klamathrestoration.gov,klamathrestoration.gov,https://klamathrestoration.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,True,False,False
lbl.gov,lbl.gov,http://www.lbl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
jwod.gov,jwod.gov,http://jwod.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
landfire.gov,landfire.gov,https://landfire.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
lcacommons.gov,lcacommons.gov,https://www.lcacommons.gov,True,False,,True,True,False,True,False,False,False,"['max-age=63072000; includeSubDomains', 'max-age=63072000; includeSubDomains']",,True,False,False,False,False
landimaging.gov,landimaging.gov,https://www.landimaging.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False
lca.gov,lca.gov,https://www.lca.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
letgirlslearn.gov,letgirlslearn.gov,https://letgirlslearn.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
lep.gov,lep.gov,https://www.lep.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
learnatf.gov,learnatf.gov,https://www.learnatf.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,False,False,False,True,False
lmrcouncil.gov,lmrcouncil.gov,https://lmrcouncil.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
lmvsci.gov,lmvsci.gov,https://lmvsci.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
learndoj.gov,learndoj.gov,https://www.learndoj.gov,True,False,,True,True,False,False,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,False,False,False,False,False
lcrmscp.gov,lcrmscp.gov,https://www.lcrmscp.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False
locatorplus.gov,locatorplus.gov,https://locatorplus.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False
llnl.gov,llnl.gov,https://www.llnl.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
macpac.gov,macpac.gov,https://www.macpac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
lsc.gov,lsc.gov,http://lsc.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
lps.gov,lps.gov,http://www.lps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
mcc.gov,mcc.gov,https://mcc.gov,True,False,,True,True,False,True,False,False,True,max-age=63072000;,63072000,False,False,False,False,False
marinecadastre.gov,marinecadastre.gov,https://marinecadastre.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
marine.gov,marine.gov,https://marine.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
manufacturing.gov,manufacturing.gov,https://www.manufacturing.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;,31536000,False,False,True,False,False
makinghomeaffordable.gov,makinghomeaffordable.gov,http://www.makinghomeaffordable.gov,True,False,,True,False,False,False,False,False,True,max-age=600,600,False,False,False,False,False
max.gov,max.gov,https://www.max.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
mbda.gov,mbda.gov,http://www.mbda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
medicare.gov,medicare.gov,https://www.medicare.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
malwareinvestigator.gov,malwareinvestigator.gov,https://www.malwareinvestigator.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,False
medicaid.gov,medicaid.gov,https://www.medicaid.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
